,step,year,mse,recall_normal_f,recall_critical_f,precision_normal_f,precision_critical_f,recall_normal_nf,recall_critical_nf,precision_normal_nf,precision_critical_nf
31,9,2009,0.0037934684686933904,0.9700507614213199,0.5333333333333333,0.9984431759211209,0.3698630136986301,0.9766497461928934,0.9,0.9984431759211209,0.3698630136986301
32,9,2010,0.0014787398969901915,0.9432225063938618,0.5333333333333333,0.9946466809421841,0.26515151515151514,0.950383631713555,0.7777777777777778,0.9946466809421841,0.26515151515151514
33,9,2011,0.0018400659923972853,0.9808847624249044,0.1893491124260355,0.9464190981432361,0.591304347826087,0.9743309666848716,0.40236686390532544,0.9464190981432361,0.591304347826087
34,9,2012,0.0019244780259650724,0.9934243803743045,0.17391304347826086,0.9969574036511156,0.6071428571428571,0.9944360141628731,0.7391304347826086,0.9969574036511156,0.6071428571428571
35,9,2013,0.0027854787739725,0.9692814042786615,0.4406779661016949,0.966702470461869,0.8333333333333334,0.9873834339001646,0.6497175141242938,0.966702470461869,0.8333333333333334
36,9,2014,0.002072778267949616,0.9822824387701928,0.5185185185185185,0.9897684437264405,0.43356643356643354,0.9577905158936947,0.7654320987654321,0.9897684437264405,0.43356643356643354
37,9,2015,0.001911748814337443,0.9517625231910947,0.639686684073107,0.962796664528544,0.7369614512471655,0.9282622139764997,0.8485639686684073,0.962796664528544,0.7369614512471655
38,9,2016,0.0016887790570217476,0.9673776662484316,0.5714285714285714,0.9511301160659743,0.8980716253443526,0.9767879548306148,0.8029556650246306,0.9511301160659743,0.8980716253443526
39,12,2004,0.0035692575995763037,0.8786848072562359,0.7966101694915254,0.9670267197271177,0.7385892116182573,0.9642857142857143,0.7542372881355932,0.9670267197271177,0.7385892116182573
40,12,2005,0.0010363993273990672,0.905852417302799,0.8087697929354446,0.9049881235154394,0.9511533242876526,0.9694656488549618,0.853836784409257,0.9049881235154394,0.9511533242876526
41,12,2006,0.0010950306984250347,0.9554423933800127,0.7435897435897436,0.9624108878807518,0.811816192560175,0.9452577975811585,0.8648018648018648,0.9624108878807518,0.811816192560175
42,12,2007,0.0035893972881876836,0.598776758409786,0.9698630136986301,0.9873908826382153,0.3632610939112487,0.6226299694189602,0.9643835616438357,0.9873908826382153,0.3632610939112487
43,12,2008,0.002103263477526525,0.9878917378917379,0.42449664429530204,0.8156359393232205,0.9790209790209791,0.9957264957264957,0.4697986577181208,0.8156359393232205,0.9790209790209791
44,12,2009,0.0029571799050936536,0.9873096446700508,0.6666666666666666,0.9994815966822188,0.4084507042253521,0.9786802030456853,0.9666666666666667,0.9994815966822188,0.4084507042253521
45,12,2010,0.0014554838961703355,0.9856777493606138,0.5111111111111111,0.9952904238618524,0.4044943820224719,0.9728900255754476,0.8,0.9952904238618524,0.4044943820224719
46,12,2011,0.001508379506158235,0.9748771163298744,0.4260355029585799,0.9598930481283422,0.7230769230769231,0.9803386127799016,0.5562130177514792,0.9598930481283422,0.7230769230769231
47,12,2012,0.0019777305199504555,0.9848254931714719,0.5652173913043478,0.9979726305119108,0.7037037037037037,0.9959534648457259,0.8260869565217391,0.9979726305119108,0.7037037037037037
48,12,2013,0.002602687201984736,0.9687328579264948,0.5028248587570622,0.9740960604425256,0.8775510204081632,0.9901261656609983,0.7288135593220338,0.9740960604425256,0.8775510204081632
49,12,2014,0.002050570237296597,0.9906201146430432,0.5432098765432098,0.9899894625922023,0.6078431372549019,0.9791558103178739,0.7654320987654321,0.9899894625922023,0.6078431372549019
50,12,2015,0.001334308899502048,0.9641311069882499,0.7049608355091384,0.9733671528218135,0.806146572104019,0.9492888064316636,0.8903394255874674,0.9733671528218135,0.806146572104019
51,12,2016,0.001137782936296844,0.9749058971141782,0.7980295566502463,0.9699059561128527,0.8839506172839506,0.9705144291091593,0.8817733990147784,0.9699059561128527,0.8839506172839506
52,15,2004,0.0036391233689478213,0.9280045351473923,0.826271186440678,0.9890867317633544,0.8378378378378378,0.9761904761904762,0.9194915254237288,0.9890867317633544,0.8378378378378378
53,15,2005,0.0009200049961982586,0.9067005937234945,0.8721071863580999,0.9366883116883117,0.9674479166666666,0.9787955894826124,0.904993909866017,0.9366883116883117,0.9674479166666666
54,15,2006,0.0010275947928148526,0.9331635900700191,0.8205128205128205,0.9786821705426356,0.8761061946902655,0.9643539147040102,0.9230769230769231,0.9786821705426356,0.8761061946902655
55,15,2007,0.0030538628297053947,0.6636085626911316,0.9616438356164384,0.9950576606260296,0.45674300254452926,0.7388379204892966,0.9835616438356164,0.9950576606260296,0.45674300254452926
56,15,2008,0.0013078024205306065,0.9893162393162394,0.5570469798657718,0.8789968652037617,0.9950617283950617,0.9985754985754985,0.6761744966442953,0.8789968652037617,0.9950617283950617
57,15,2009,0.004537430895964007,0.9142131979695431,0.9333333333333333,1.0,0.5172413793103449,0.9857868020304569,1.0,1.0,0.5172413793103449
58,15,2010,0.0012563104106225183,0.9872122762148338,0.3333333333333333,0.9969024264326277,0.6190476190476191,0.9877237851662404,0.8666666666666667,0.9969024264326277,0.6190476190476191
59,15,2011,0.0015357259921452168,0.9732386673948662,0.5384615384615384,0.9820065430752454,0.8192771084337349,0.983615510649918,0.8047337278106509,0.9820065430752454,0.8192771084337349
60,15,2012,0.0017163460814649625,0.9681335356600911,0.8695652173913043,0.9994929006085193,0.7857142857142857,0.9969650986342944,0.9565217391304348,0.9994929006085193,0.7857142857142857
61,15,2013,0.0024978319747187925,0.9714755896873286,0.7344632768361582,0.9809989142236699,0.8987341772151899,0.9912232583653319,0.8022598870056498,0.9809989142236699,0.8987341772151899
62,15,2014,0.002488140775851207,0.9968733715476811,0.5061728395061729,0.9921752738654147,0.7951807228915663,0.9911412193850964,0.8148148148148148,0.9921752738654147,0.7951807228915663
63,15,2015,0.0010725766298573945,0.9288806431663574,0.9007832898172323,0.9811912225705329,0.8716049382716049,0.9678416821273964,0.9216710182767625,0.9811912225705329,0.8716049382716049
64,15,2016,0.0011405201236684662,0.9316185696361355,0.9359605911330049,0.9823008849557522,0.9043062200956937,0.9749058971141782,0.9310344827586207,0.9823008849557522,0.9043062200956937
65,18,2004,0.002081738692242652,0.9671201814058957,0.9533898305084746,0.9994256174612292,0.9073359073359073,0.9863945578231292,0.9957627118644068,0.9994256174612292,0.9073359073359073
66,18,2005,0.0007389684033746562,0.9652247667514843,0.8745432399512789,0.9661716171617162,0.9898477157360406,0.993214588634436,0.9500609013398295,0.9661716171617162,0.9898477157360406
67,18,2006,0.0006769765636483954,0.9503500954805856,0.9137529137529138,0.9954780361757106,0.9336283185840708,0.9809038828771484,0.9836829836829837,0.9954780361757106,0.9336283185840708
68,18,2007,0.0011844703228321124,0.8733944954128441,0.9452054794520548,0.9979310344827587,0.6581818181818182,0.8850152905198777,0.9917808219178083,0.9979310344827587,0.6581818181818182
69,18,2008,0.0006413631153936876,0.9786324786324786,0.8825503355704698,0.9385026737967914,1.0,1.0,0.8456375838926175,0.9385026737967914,1.0
70,18,2009,0.0015129794856502485,0.9873096446700508,0.8333333333333334,1.0,0.7317073170731707,0.9944162436548223,1.0,1.0,0.7317073170731707
71,18,2010,0.0007221764418763997,0.9846547314578005,0.8444444444444444,0.9989717223650385,0.7818181818181819,0.9938618925831202,0.9555555555555556,0.9989717223650385,0.7818181818181819
72,18,2011,0.0015987709653149976,0.9541234298197706,0.9763313609467456,0.9977949283351709,0.8870967741935484,0.9885308574549426,0.9763313609467456,0.9977949283351709,0.8870967741935484
73,18,2012,0.0014500037748462092,0.9974709155285787,0.9130434782608695,0.999493670886076,0.88,0.9984825493171472,0.9565217391304348,0.999493670886076,0.88
74,18,2013,0.0012252663453994046,0.988480526604498,0.903954802259887,0.986449864498645,0.9806451612903225,0.9983543609434997,0.8587570621468926,0.986449864498645,0.9806451612903225
75,18,2014,0.0014278095510849198,0.9958311620635748,0.654320987654321,0.9942648592283628,0.8536585365853658,0.9937467430953622,0.8641975308641975,0.9942648592283628,0.8536585365853658
76,18,2015,0.0009303503859905504,0.9783549783549783,0.8537859007832899,0.991875,0.925,0.9814471243042672,0.9660574412532638,0.991875,0.925
77,18,2016,0.0008852939478611006,0.9880803011292346,0.8793103448275862,0.9924528301886792,0.9609756097560975,0.9899623588456713,0.9704433497536946,0.9924528301886792,0.9609756097560975
78,21,2004,0.0012393518364933699,0.9903628117913832,1.0,1.0,0.9672131147540983,0.9954648526077098,1.0,1.0,0.9672131147540983
79,21,2005,0.00036284735440563057,0.9796437659033079,0.9902557856272838,0.9865659109991604,0.9950556242274413,0.996607294317218,0.9805115712545676,0.9865659109991604,0.9950556242274413
80,21,2006,0.00038726489741179647,0.9719923615531508,0.986013986013986,0.9955214331413947,0.965675057208238,0.9904519414385742,0.9836829836829837,0.9955214331413947,0.965675057208238
81,21,2007,0.0004073915739977565,0.9792048929663608,0.9698630136986301,0.9993742177722152,0.9054726368159204,0.9767584097859328,0.9972602739726028,0.9993742177722152,0.9054726368159204
82,21,2008,0.0003865189006573928,0.9729344729344729,0.9983221476510067,0.9908127208480565,0.9965811965811966,0.9985754985754985,0.9781879194630873,0.9908127208480565,0.9965811965811966
83,21,2009,0.000787019828764187,0.9969543147208122,0.9666666666666667,1.0,0.8823529411764706,0.9979695431472081,1.0,1.0,0.8823529411764706
84,21,2010,0.0004384806753882913,0.9923273657289002,0.9555555555555556,1.0,0.9574468085106383,0.9989769820971867,1.0,1.0,0.9574468085106383
85,21,2011,0.001003886511314704,0.9787001638448936,1.0,1.0,0.9548022598870056,0.9956308028399782,1.0,1.0,0.9548022598870056
86,21,2012,0.00048058565363805883,0.9994941831057157,0.9565217391304348,0.9994941831057157,0.9565217391304348,0.9994941831057157,0.9565217391304348,0.9994941831057157,0.9565217391304348
87,21,2013,0.0005747802951450467,0.9967087218869994,0.9887005649717514,0.9945414847161572,0.9940476190476191,0.9994514536478333,0.943502824858757,0.9945414847161572,0.9940476190476191
88,21,2014,0.00047331176916827646,0.9973944762897342,0.9753086419753086,0.9984350547730829,0.9397590361445783,0.9973944762897342,0.9629629629629629,0.9984350547730829,0.9397590361445783
89,21,2015,0.0004167358412970543,0.9876314162028448,0.9921671018276762,0.9956440572495333,0.9567430025445293,0.9894867037724181,0.9817232375979112,0.9956440572495333,0.9567430025445293
90,21,2016,0.00040228180418694137,0.9918444165621079,0.9876847290640394,0.9981214777708203,1.0,1.0,0.9926108374384236,0.9981214777708203,1.0
91,24,2004,0.000514056723488352,0.9994331065759637,1.0,1.0,0.9833333333333333,0.9977324263038548,1.0,1.0,0.9833333333333333
92,24,2005,0.000300906473024952,0.9949109414758269,0.9987819732034104,0.9983050847457627,0.998780487804878,0.9991518235793045,0.997563946406821,0.9983050847457627,0.998780487804878
93,24,2006,0.0002587241507334852,0.9987269255251432,1.0,1.0,0.9976744186046511,0.9993634627625716,1.0,1.0,0.9976744186046511
94,24,2007,0.0003221709290930903,0.9969418960244648,0.9972602739726028,0.9993872549019608,0.9891304347826086,0.9975535168195718,0.9972602739726028,0.9993872549019608,0.9891304347826086
95,24,2008,0.00034758448898128337,0.9985754985754985,0.9983221476510067,0.999288256227758,1.0,1.0,0.9983221476510067,0.999288256227758,1.0
96,24,2009,0.000491591811628723,0.999492385786802,1.0,1.0,1.0,1.0,1.0,1.0,1.0
97,24,2010,0.00036431367222451174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
98,24,2011,0.000459667874277784,0.9994538503549972,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99,24,2012,0.0003107093285409519,1.0,1.0,0.9994944388270981,1.0,1.0,0.9565217391304348,0.9994944388270981,1.0
100,24,2013,0.0004587439696934439,1.0,1.0,0.9983570646221248,1.0,1.0,0.9830508474576272,0.9983570646221248,1.0
101,24,2014,0.0003424826629590143,0.9994788952579469,1.0,0.9989588755856325,1.0,1.0,0.9753086419753086,0.9989588755856325,1.0
102,24,2015,0.00043210145401963016,0.9975262832405689,0.9973890339425587,0.9993784959602238,0.9769820971867008,0.9944341372912802,0.9973890339425587,0.9993784959602238,0.9769820971867008
103,24,2016,0.00024142528658444462,0.9993726474278545,1.0,0.9993730407523511,1.0,1.0,0.9975369458128078,0.9993730407523511,1.0
104,27,2004,0.00040252061658372897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
105,27,2005,0.00025043853048453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
106,27,2006,0.0002432839454643556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
107,27,2007,0.0003439642385508819,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
108,27,2008,0.00030513399429077024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
109,27,2009,0.0006643188942503002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
110,27,2010,0.0004175959758929366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
111,27,2011,0.0005407187865754395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
112,27,2012,0.0002936467566958072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
113,27,2013,0.00042745797385867947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
114,27,2014,0.00043737880774597215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
115,27,2015,0.0004563712807679394,1.0,1.0,1.0,0.9973958333333334,0.9993815708101422,1.0,1.0,0.9973958333333334
116,27,2016,0.00021005782264961681,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
117,30,2004,0.00037404917455722853,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
118,30,2005,0.00020032572119708903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
119,30,2006,0.0002178637626829243,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
120,30,2007,0.00028133990296498726,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
121,30,2008,0.00026338279562611436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
122,30,2009,0.0006851954645164113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
123,30,2010,0.0002753634901335147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
124,30,2011,0.0003984524071794908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
125,30,2012,0.00044401524174429594,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
126,30,2013,0.0005386456682456355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
127,30,2014,0.00026305935305717296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
128,30,2015,0.0005632795936200523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
129,30,2016,0.00020946053758962079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
130,33,2004,0.00021868941220881766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
131,33,2005,0.0001815494373645805,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
132,33,2006,0.00019948058854452454,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
133,33,2007,0.00016354619417896288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
134,33,2008,0.00019372063947488093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
135,33,2009,0.0003342235650298662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
136,33,2010,0.0001277641950188837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
137,33,2011,0.00017213005170029129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138,33,2012,0.0001320762544261136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139,33,2013,0.00020979997171855302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
140,33,2014,0.00010781468891500623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
141,33,2015,0.0002589912267561374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
142,33,2016,0.00010406708830150535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
