sos,eos,tos,anomaly_true,anomaly_pred,mse
75,97,75,1,1,0.0019151008455082774
78,97,75,1,0,0.002899684477597475
78,97,75,0,0,0.004262721631675959
78,97,75,1,0,0.0023138965480029583
72,97,75,0,0,0.0013378580333665013
88,97,75,1,0,0.000995491980575025
80,97,75,1,0,0.00402725487947464
76,97,75,1,1,0.006914492696523666
70,97,75,0,0,0.0009616189054213464
74,97,75,0,0,0.0011718195164576173
83,97,75,1,0,0.0069721052423119545
82,97,75,0,0,0.00430650170892477
78,95,75,0,0,0.0004591558827087283
75,96,75,1,0,0.001059488276951015
78,96,75,0,0,0.0009453835082240403
77,96,75,1,1,0.0013148693833500147
81,97,75,0,0,0.0014604382449761033
80,97,75,0,0,0.0023994147777557373
79,96,75,0,1,0.005598054733127356
77,96,75,1,0,0.002381968777626753
74,96,75,0,0,0.0019512431463226676
77,94,75,1,0,0.001699067302979529
76,96,75,0,0,0.00041381505434401333
73,96,75,0,0,0.0010391362011432648
75,96,75,1,1,0.0008922588312998414
74,98,75,0,0,0.002726940903812647
76,97,75,0,0,0.0007780144806019962
81,97,75,1,0,0.0064683882519602776
88,96,75,0,0,0.00173477444332093
80,98,75,1,0,0.0029922763351351023
78,96,75,0,0,0.006138514261692762
76,95,75,0,1,0.0010308458004146814
75,94,75,0,0,0.00020044179109390825
76,95,75,1,0,0.000784627569373697
72,97,75,0,0,0.0025511758867651224
79,97,75,1,0,0.0036065708845853806
84,97,75,1,0,0.004585731774568558
78,94,75,0,0,0.007811788469552994
78,97,75,0,0,0.0029322758782655
77,97,75,1,0,0.000938560115173459
73,92,75,0,0,0.003748425282537937
76,94,75,0,1,0.003966538235545158
76,93,75,0,0,0.0017373919254168868
78,96,75,0,1,0.004946881905198097
79,95,75,0,0,0.0011061421828344464
86,96,75,0,0,0.007608853280544281
77,97,75,1,1,0.0018321532988920808
80,96,75,0,0,0.0008949714247137308
78,94,75,0,1,0.015449412167072296
78,96,75,0,0,0.0029828015249222517
75,98,75,0,1,0.004349797032773495
81,97,75,0,0,0.002522348193451762
77,97,75,1,0,0.0019383418839424849
79,97,75,1,0,0.0076285419054329395
77,97,75,1,0,0.005738983396440744
75,97,75,1,0,0.0007322502788156271
72,96,75,0,0,0.000342512532370165
75,96,75,0,0,0.0006630116258747876
77,96,75,1,1,0.0014864711556583643
77,96,75,1,0,0.0050118002109229565
75,96,75,0,0,0.0007685283781029284
68,96,75,1,0,0.004129942040890455
74,97,75,0,1,0.002573516219854355
79,97,75,1,1,0.0043280296958982944
76,96,75,0,0,0.0005160478758625686
79,96,75,1,0,0.003118323627859354
78,97,75,0,0,0.0020737419836223125
74,96,75,1,0,0.004127399995923042
79,96,75,0,1,0.01433579996228218
74,93,75,0,0,0.0017051579197868705
79,95,75,0,0,0.0007788208895362914
78,96,75,0,1,0.0012806347804144025
76,99,75,0,1,0.000597248668782413
79,98,75,1,1,0.008284047245979309
76,95,75,0,0,0.004369246773421764
78,95,75,1,1,0.0015125250210985541
82,97,75,1,0,0.0041449302807450294
76,95,75,1,0,0.0023274971172213554
80,95,75,0,0,0.0018256548792123795
75,97,75,0,0,0.0013701703865081072
75,97,75,1,0,0.001311110332608223
77,95,75,0,0,0.0006314871134236455
78,96,75,1,1,0.000775826396420598
77,95,75,0,0,0.0010232552886009216
79,97,75,1,0,0.004320591222494841
82,97,75,0,0,0.008641257882118225
77,94,75,0,1,0.0022214625496417284
75,96,75,0,0,0.0031101785134524107
75,96,75,1,1,0.004701756872236729
75,97,75,0,0,0.0010156057542189956
73,94,75,1,1,0.0016897105379030108
72,91,75,0,0,0.0002168080536648631
78,95,75,0,0,0.0010865116491913795
76,97,75,0,0,0.00040354987140744925
85,96,75,1,0,0.002529778052121401
80,97,75,1,0,0.006906360853463411
77,96,75,1,0,0.002518123248592019
74,96,75,1,1,0.0007016431191004813
77,93,75,0,0,0.006233477033674717
75,96,75,0,1,0.003345799632370472
73,95,75,0,1,0.0023641432635486126
79,96,75,0,0,0.0011129766935482621
77,97,75,1,0,0.006144994404166937
73,95,75,1,0,0.0008015749044716358
77,94,75,1,0,0.016449935734272003
89,97,75,0,0,0.006969407666474581
88,99,75,0,0,0.023610485717654228
75,98,75,1,0,0.0056362212635576725
76,97,75,1,0,0.002104429295286536
80,97,75,0,0,0.0010170150781050324
77,97,75,1,1,0.010803116485476494
75,97,75,0,0,0.0021207306999713182
76,93,75,0,0,0.00010810612729983404
88,99,75,0,0,0.020368920639157295
76,94,75,0,1,0.0017279216554015875
76,96,75,0,0,0.001441365689970553
78,96,75,1,1,0.0034673658665269613
69,97,75,0,0,0.0011220879387110472
78,97,75,0,0,0.0012655563186854124
87,96,75,0,0,0.003088837955147028
77,96,75,0,0,0.002075119875371456
74,98,75,0,0,0.0018292022868990898
73,96,75,0,0,0.00047591052134521306
70,96,75,0,0,0.0011763784568756819
86,96,75,1,0,0.0015381634002551436
77,95,75,0,1,0.0006125421496108174
82,97,75,0,0,0.004263421520590782
75,96,75,1,1,0.0008595827384851873
76,96,75,0,0,0.004345914348959923
76,97,75,1,0,0.006412210408598185
73,97,75,0,0,0.0027190360706299543
76,95,75,1,0,0.001110327779315412
85,97,75,0,0,0.008407090790569782
80,97,75,0,0,0.00362987769767642
74,96,75,1,0,0.0012240513460710645
75,97,75,1,1,0.004203117918223143
76,97,75,1,0,0.0032655587419867516
78,96,75,0,0,0.001527857850305736
75,96,75,0,1,0.0023291229736059904
73,95,75,0,0,0.002073105191811919
88,98,75,0,0,0.007596733048558235
73,93,75,0,0,0.0010719079291447997
77,95,75,0,0,0.0027073866222053766
78,99,75,0,0,0.0003731364558916539
77,96,75,1,1,0.0006577411550097167
82,97,75,0,0,0.0017808795673772693
91,100,75,0,0,0.0007074025925248861
74,96,75,0,0,0.00039922830183058977
89,98,75,0,1,0.0012046187184751034
73,99,75,0,0,0.000429508276283741
70,96,75,0,0,0.00039350989391095936
70,96,75,0,0,0.0009020757279358804
71,97,75,0,0,0.0004490753053687513
76,95,75,0,0,0.0008077221573330462
77,95,75,0,0,0.0007280503632500768
77,95,75,1,1,0.0005629492225125432
73,97,75,0,0,0.00247730384580791
71,97,75,0,0,0.008103881031274796
76,97,75,1,1,0.0010563419200479984
77,96,75,0,0,0.00037411804078146815
72,97,75,0,0,0.0009229455608874559
70,97,75,0,0,0.0023971532937139273
75,96,75,0,0,0.00028612525784410536
80,97,75,1,0,0.0008450384484604001
76,96,75,0,0,0.0005696194712072611
73,96,75,0,0,0.0010938678169623017
72,98,75,1,1,0.0026983474381268024
72,96,75,0,0,0.0010023971553891897
71,95,75,0,0,0.0008045242866501212
70,97,75,0,0,0.00013810473319608718
90,99,75,0,0,0.007555859163403511
75,96,75,0,0,0.002313744742423296
74,99,75,0,0,0.0008526708697900176
74,94,75,0,0,0.0003624807868618518
77,96,75,0,0,0.00035564141580834985
74,97,75,0,0,0.000911688432097435
76,97,75,1,1,0.0008836510824039578
77,97,75,0,0,0.00025971076684072614
74,96,75,1,1,0.0002258992608403787
88,99,75,0,0,0.004742830991744995
79,95,75,0,1,0.0006866344483569264
71,97,75,0,0,0.001442799111828208
74,96,75,0,0,0.001393463579006493
75,96,75,0,0,0.001103908522054553
75,97,75,1,0,0.00032552488846704364
89,98,75,0,0,0.0004699239507317543
75,97,75,1,1,0.0006499082664959133
75,95,75,1,1,0.00042242810013704
79,96,75,0,0,0.0013575766934081912
72,96,75,0,0,0.0005119470879435539
80,97,75,0,0,0.002525476273149252
77,98,75,0,0,0.0003291774482931942
71,96,75,0,0,0.0007527093403041363
91,101,75,0,0,0.0005877178045921028
78,97,75,1,1,0.00048548332415521145
75,99,75,1,0,0.0021187576930969954
76,95,75,0,1,0.00033149440423585474
84,95,75,1,0,0.00022044804063625634
76,96,75,0,0,0.0007687191246077418
72,97,75,0,0,0.00021160938194952905
76,97,75,0,0,0.0005051265470683575
72,99,75,0,0,0.000935221032705158
76,95,75,0,0,0.0012086974456906319
72,94,75,0,0,0.0008025040151551366
72,99,75,0,0,0.001008934574201703
74,96,75,0,0,0.00247401325032115
75,96,75,0,1,0.0008576625259593129
76,95,75,0,0,0.00013193764607422054
75,97,75,0,0,0.0010780086740851402
74,98,75,1,1,0.0014827083796262741
80,97,75,0,0,0.001269966596737504
77,97,75,0,0,0.0004272922524251044
73,93,75,0,0,0.00031536768074147403
73,93,75,0,0,0.009805148467421532
74,97,75,0,0,0.00033684054506011307
77,95,75,1,1,0.00209968164563179
71,99,75,0,0,0.00193831417709589
78,97,75,0,0,0.00024316555936820805
75,96,75,0,0,0.00015171994164120406
76,96,75,0,0,0.0008948427275754511
76,96,75,1,1,0.00027395947836339474
75,96,75,0,0,0.0016488274559378624
73,98,75,0,0,0.0011323827784508467
76,97,75,0,0,0.00044531558523885906
75,96,75,1,1,0.0004598301893565804
71,97,75,1,0,0.0008654323755763471
74,97,75,0,0,0.00011292507406324148
87,98,75,0,0,0.004561495967209339
76,97,75,0,0,0.0025959303602576256
74,97,75,0,0,0.0007607395527884364
76,97,75,0,0,0.0003852328227367252
77,96,75,0,1,0.003260150086134672
80,96,75,0,0,0.0009681850206106901
74,98,75,0,0,0.0010913050500676036
88,98,75,0,0,0.0005700532929040492
80,95,75,0,1,0.001552834059111774
74,97,75,0,0,0.0029637536499649286
76,98,75,0,0,0.0004254842351656407
75,95,75,0,0,0.001309731393121183
73,96,75,0,0,0.0012324030976742506
73,98,75,0,0,0.0006102151237428188
70,89,75,0,0,0.003958326298743486
87,96,75,0,0,0.00020444352412596345
70,95,75,0,0,0.0005159240099601448
77,97,75,0,0,0.0024961200542747974
75,96,75,0,0,0.0011184047907590866
76,96,75,1,0,0.000883219763636589
76,97,75,1,1,0.0003468898357823491
71,97,75,0,0,0.0022274074144661427
72,96,75,0,0,0.0012159316102042794
78,97,75,0,0,0.0022760420106351376
73,97,75,0,0,0.0004057292826473713
75,96,75,0,0,0.0016321104485541582
74,98,75,0,0,0.0013614346971735358
76,96,75,0,0,0.0012473370879888535
88,98,75,0,0,0.0006805063458159566
73,99,75,0,0,0.0009760118555277586
77,96,75,0,0,0.000820870220195502
76,96,75,0,0,0.0019443256314843893
72,98,75,1,1,0.0014992234064266086
73,97,75,0,0,0.0007116332999430597
75,97,75,1,1,0.001380084315314889
73,96,75,0,0,0.00012436950055416673
75,96,75,1,1,0.0008574333041906357
89,98,75,0,0,0.0012660102220252156
76,97,75,1,1,0.004679363686591387
79,97,75,0,0,0.0005499405669979751
72,97,75,0,0,0.0004754015535581857
88,99,75,0,0,0.01000806875526905
76,96,75,0,0,0.0039919959381222725
69,87,75,0,1,0.0009331246255896986
71,98,75,0,0,0.0004353781696408987
78,97,75,1,0,0.0008025655406527221
79,97,75,0,0,0.0018450216157361865
75,97,75,0,0,0.002337286015972495
73,93,75,0,0,0.00010297945846104994
76,97,75,0,0,0.0005038274684920907
74,96,75,0,0,0.0023890240117907524
71,98,75,0,0,0.0031232424080371857
87,97,75,0,0,0.0010112355230376124
78,97,75,1,1,0.00034264070563949645
71,98,75,0,0,0.0007086253608576953
76,96,75,0,0,0.0007785495836287737
74,98,75,0,0,0.0007387247169390321
72,98,75,0,0,0.0005275339353829622
73,99,75,0,0,0.0014236660208553076
73,96,75,0,0,0.00010982815001625568
79,96,75,0,0,0.0021401692647486925
75,95,75,0,0,0.001299739582464099
71,97,75,0,0,0.0005406268173828721
76,96,75,0,1,0.001073350664228201
70,97,75,0,0,0.0009269461152143776
80,97,75,0,0,0.0010213408386334777
75,96,75,0,0,0.0013072839938104153
74,97,75,0,0,0.0007760433945804834
75,95,75,0,0,0.0027772083412855864
76,97,75,0,0,0.0009766991715878248
72,97,75,0,0,0.0009157126187346876
78,96,75,1,1,0.0006367053720168769
78,96,75,0,0,0.0017041700193658471
74,98,75,1,0,0.002373207826167345
75,97,75,0,0,0.00035952895996160805
76,97,75,1,0,0.0006550378748215735
71,96,75,1,0,0.0012226621620357037
73,97,75,0,0,0.00037274009082466364
81,95,75,0,0,0.0018556708237156272
74,96,75,0,0,0.0005520118284039199
82,97,75,0,0,0.004795433487743139
78,95,75,0,1,0.0009691891609691083
75,97,75,0,0,0.0002436216309433803
88,99,75,0,1,0.0031778309494256973
76,95,75,0,0,0.0003951508260797709
73,96,75,0,0,0.000367330590961501
77,96,75,0,1,0.0005938303074799478
78,96,75,1,1,0.0002160948351956904
72,98,75,0,0,0.0011347116669639945
79,95,75,1,0,0.0007741271401755512
73,98,75,0,0,0.003498788457363844
81,98,75,0,0,0.0009079098817892373
77,97,75,0,0,0.0005649457452818751
74,97,75,0,0,0.0010302193695679307
76,94,75,0,0,0.003180726896971464
75,97,75,0,0,0.0008634139085188508
76,96,75,0,1,0.0013484829105436802
77,95,75,0,0,0.00037809929926879704
90,103,75,0,0,0.0006359266699291766
75,96,75,0,0,0.002000804990530014
71,98,75,0,0,0.0007815689314156771
73,96,75,1,0,0.0021003272850066423
73,97,75,0,0,0.0012242122320458293
78,97,75,0,0,0.00023131267516873777
76,98,75,0,0,0.0025737553369253874
75,96,75,0,0,0.0026924917474389076
74,97,75,0,0,0.0006792022613808513
77,97,75,0,1,0.0006649649585597217
75,96,75,0,0,0.0017841459484770894
77,97,75,1,1,0.0011576355900615454
75,96,75,0,0,0.0057198829017579556
72,98,75,0,0,0.0018364385468885303
73,99,75,0,0,0.0007716876571066678
71,95,75,0,0,0.00010000654583564028
71,98,75,0,0,0.0006479347357526422
79,96,75,1,0,0.001710370765067637
73,96,75,0,0,0.0001643066934775561
88,98,75,0,0,0.0022662656847387552
73,94,75,0,0,0.0006525288918055594
87,95,75,0,0,0.0010522580705583096
78,96,75,0,1,0.00024298262724187225
76,97,75,0,0,0.0009179296321235597
73,95,75,0,0,0.00020563777070492506
75,96,75,0,0,0.0005196832935325801
75,96,75,0,0,0.0016336023109033704
71,97,75,0,0,0.0045147729106247425
75,97,75,0,0,0.001432799850590527
89,99,75,1,0,0.0005775750032626092
71,97,75,0,0,0.0006179935880936682
74,96,75,1,0,0.0006650200812146068
76,97,75,0,0,0.0011751136044040322
71,96,75,0,0,0.0015265134861692786
71,98,75,0,0,0.00018235217430628836
75,99,75,0,0,0.000982591649517417
77,96,75,0,0,0.0006485841004177928
76,96,75,0,0,0.0011165367905050516
72,98,75,0,0,0.0007222456624731421
72,98,75,1,1,0.0023211906664073467
76,98,75,0,0,0.0004355382116045803
74,94,75,0,0,0.0006581745110452175
85,95,75,0,0,0.0005495845689438283
76,96,75,0,0,0.003063960000872612
78,97,75,0,0,0.0009268851135857403
76,94,75,0,0,0.0010962133528664708
79,94,75,0,0,0.004807313438504934
71,98,75,0,0,0.0018839958356693387
72,98,75,0,0,0.0003307480947114527
74,97,75,0,1,0.001542825484648347
71,92,75,0,0,0.001680284971371293
77,97,75,1,1,0.0026705414056777954
76,96,75,0,0,0.0017184099415317178
76,96,75,0,0,0.003610041690990329
78,96,75,0,0,0.0025942432694137096
83,98,75,0,0,0.0008649825467728078
74,98,75,0,0,0.0007407693774439394
77,97,75,0,0,0.003971139434725046
76,95,75,0,0,0.000519083347171545
74,95,75,0,0,0.0010262882569804788
79,97,75,0,0,0.00039989722426980734
72,96,75,1,0,0.0005763514200225472
76,96,75,0,0,0.0004482826916500926
78,96,75,0,0,0.0030579552985727787
71,97,75,1,1,0.005136711522936821
77,95,75,1,0,0.005209258291870356
71,88,75,0,0,0.00040017033461481333
70,98,75,0,0,0.0010273499647155404
88,96,75,1,0,0.0014705840731039643
75,95,75,0,1,0.0015292520401999354
75,97,75,0,0,0.001443087705411017
77,97,75,0,0,0.002653341041877866
76,95,75,0,0,0.0008527901954948902
74,97,75,0,0,0.000410882115829736
75,95,75,0,0,0.0017459853552281857
76,96,75,0,0,0.0010525950929149985
74,97,75,0,0,0.0007439865730702877
78,97,75,0,0,0.0005808428977616131
74,95,75,0,0,0.0004355110868345946
71,95,75,0,0,0.000370031368220225
75,92,75,0,0,0.0003452401433605701
74,96,75,0,0,0.0028801592998206615
75,96,75,0,0,0.000613081268966198
72,98,75,0,0,0.00031974739977158606
75,96,75,1,0,0.004039682447910309
76,97,75,0,0,0.0029061001259833574
70,96,75,0,0,0.0003379439585842192
78,95,75,0,0,0.00026715960120782256
74,96,75,0,0,0.0026635625399649143
76,93,75,0,0,0.0007274772506207228
71,97,75,1,0,0.0013275598175823689
73,94,75,0,0,0.00044019773486070335
75,97,75,1,0,0.001978195272386074
76,96,75,0,0,0.0009563285275362432
74,97,75,0,0,0.0001043130541802384
74,98,75,0,0,0.0018146613147109747
74,98,75,0,0,0.0002497968671377748
86,95,75,0,0,0.0009040601435117424
82,94,75,0,0,0.00016031155246309936
73,98,75,0,0,0.0009029360953718424
76,97,75,0,0,0.00035164557630196214
75,95,75,0,0,0.007564900442957878
79,96,75,0,0,0.002954470459371805
87,99,75,0,0,0.0012174067087471485
74,96,75,0,0,0.00036023193388246
74,97,75,0,0,0.0005478259990923107
71,98,75,0,0,0.0005507305031642318
75,96,75,0,0,0.0016120417276397347
75,95,75,0,0,0.0018529205117374659
70,97,75,0,0,0.00031807064078748226
72,96,75,0,0,0.0007103981333784759
73,94,75,1,0,0.000623178668320179
80,97,75,0,0,0.0040556504391133785
72,98,75,0,0,0.0005351134459488094
71,97,75,0,0,0.0010367315262556076
76,97,75,0,0,0.0002668917877599597
75,97,75,0,0,0.0006532282568514347
76,96,75,1,1,0.00021719948563259095
71,98,75,1,0,0.004155210684984922
77,97,75,0,0,0.0005360906943678856
73,95,75,1,0,9.301996033173054e-05
74,97,75,0,1,0.0010647419840097427
76,96,75,0,0,0.0031648038420826197
80,97,75,0,0,0.002584081143140793
76,96,75,0,0,0.0015863857697695494
71,97,75,0,0,0.0006469370564445853
78,96,75,0,0,0.00017726770602166653
75,95,75,0,0,0.0014788523549214005
76,96,75,0,0,0.0016253066714853048
72,96,75,1,0,0.0009340642136521637
83,97,75,0,0,0.0032929254230111837
75,96,75,0,0,0.00019426569633651525
79,95,75,0,1,0.0017752808053046465
88,97,75,0,0,0.002203249139711261
76,96,75,1,0,0.0005294110160320997
88,98,75,1,0,0.000369134359061718
76,95,75,0,1,0.0017705444479361176
71,94,75,0,0,0.0031613868195563555
72,97,75,0,0,0.002183060860261321
78,96,75,1,1,0.0006975576397962868
73,97,75,0,0,0.000612364150583744
74,98,75,1,1,0.0026160082779824734
74,96,75,0,0,0.0007447811658494174
88,98,75,0,0,0.0001312231906922534
76,96,75,0,0,0.0005163254681974649
77,97,75,0,0,0.002857050159946084
78,98,75,0,0,0.001238657278008759
77,95,75,0,0,0.001155625912360847
74,95,75,0,0,0.00013227801537141204
88,98,75,0,0,0.002737053669989109
89,98,75,0,0,0.0027630196418613195
75,96,75,0,0,0.00011091923079220578
70,94,75,1,1,0.0001408241514582187
75,98,75,0,0,0.003025009762495756
75,95,75,0,0,0.0007441477500833571
72,96,75,0,0,0.00020377385953906924
74,97,75,0,0,0.00277728377841413
71,97,75,0,0,0.0007415228174068034
70,99,75,0,0,0.0014912886545062065
73,99,75,0,0,0.0004944995162077248
78,96,75,0,1,0.0003700704255606979
72,96,75,0,0,0.0003572964924387634
73,96,75,0,0,0.00030965154292061925
74,95,75,0,0,0.00029161444399505854
74,97,75,1,0,0.0009978326270356774
73,97,75,1,1,0.0005297465831972659
77,96,75,0,0,0.00018513848772272468
76,96,75,0,1,0.00046711883624084294
79,97,75,0,0,0.0022734729573130608
74,97,75,0,0,0.00010044463851954788
74,98,75,0,0,0.0003462396562099457
74,96,75,0,0,0.000513979874085635
77,96,75,0,0,0.00010272329382132739
74,97,75,1,0,0.0016467395471408963
73,98,75,1,0,0.01725107617676258
78,97,75,0,0,0.00015538801380898803
73,96,75,0,0,0.002354120137169957
74,95,75,0,0,0.0014394358731806278
71,97,75,1,0,0.000472884566988796
79,96,75,1,1,0.0005451229517348111
79,96,75,0,1,0.0005726501112803817
76,96,75,0,0,0.0021577703300863504
86,96,75,0,0,0.00030631685513071716
75,97,75,1,1,0.0004296656115911901
74,98,75,0,0,0.000438590970588848
76,96,75,0,0,6.553712591994554e-05
74,98,75,0,0,0.001607527956366539
75,97,75,0,0,0.0006442376761697233
74,96,75,0,0,0.0006150336121208966
76,96,75,0,0,0.0016654911451041698
73,96,75,0,1,0.00036000486579723656
72,97,75,0,0,0.001041589886881411
73,96,75,0,0,0.0013055640738457441
77,97,75,1,0,0.0003759452956728637
77,98,75,0,0,0.0006330905598588288
74,96,75,0,0,0.0008449674351140857
76,98,75,0,0,0.0008361429208889604
71,98,75,1,1,0.000931119138840586
83,97,75,0,0,0.0019064978696405888
76,97,75,1,1,0.00021800071408506483
71,97,75,1,1,0.001411925652064383
70,97,75,0,0,0.001356423133984208
74,97,75,1,1,0.001079576089978218
75,96,75,1,1,0.00023828215489629656
74,98,75,0,0,0.0008444278500974178
89,99,75,0,1,0.0019549003336578608
78,96,75,0,0,0.0009029792854562402
77,95,75,1,0,0.003581451950594783
77,93,75,0,0,0.001648874138481915
89,98,75,0,0,0.00017814918828662485
77,97,75,0,0,0.0006331024342216551
79,96,75,0,0,0.0003715771599672735
70,96,75,0,0,0.00010462098725838587
77,95,75,0,1,0.0012185521190986037
77,96,75,0,0,0.004191556479781866
88,98,75,0,0,0.0016454883152619004
77,97,75,0,0,0.0002675167052075267
72,98,75,0,1,0.0014758184552192688
72,96,75,0,0,0.0007197886006906629
77,96,75,0,1,0.0012619482586160302
75,96,75,0,0,0.0004043244116473943
79,95,75,1,0,0.005389610305428505
72,95,75,0,0,0.0014823871897533536
73,93,75,0,0,0.0010893048020079732
75,96,75,0,0,0.000534883642103523
71,94,75,0,0,0.00025471978005953133
75,95,75,0,0,0.002160282339900732
70,97,75,0,0,0.0011870989110320807
73,95,75,0,0,0.00021863600704818964
75,96,75,0,0,0.00042349795694462955
84,97,75,0,0,0.001791089423932135
73,98,75,0,0,0.0004380315076559782
73,98,75,1,1,0.003425452159717679
75,97,75,0,0,0.0009132659761235118
72,96,75,0,0,0.0016865629004314542
72,97,75,0,0,0.0010760088916867971
83,96,75,0,0,0.005883770063519478
80,96,75,1,0,0.0012098723091185093
76,96,75,0,0,6.961256440263242e-05
72,99,75,1,1,0.0008505430305376649
74,96,75,0,0,0.0017427129205316305
74,97,75,0,1,0.0006553253042511642
74,96,75,0,0,9.603984653949738e-05
76,97,75,0,0,0.0007100705406628549
72,96,75,0,0,0.0005613543908111751
89,100,75,1,0,0.0014363540103659034
88,98,75,0,0,0.0019221585243940353
76,98,75,0,0,0.0008073924109339714
76,97,75,0,1,0.0020279171876609325
89,99,75,0,0,0.0006754550850018859
76,96,75,1,1,0.001406990340910852
76,98,75,0,0,0.0012740641832351685
77,94,75,0,0,0.0019195240456610918
75,97,75,0,0,0.0001528658758616075
74,97,75,0,0,0.0007085803663358092
77,95,75,1,1,0.00042085041059181094
89,99,75,0,0,0.0006537728477269411
80,97,75,0,0,0.0015067418571561575
76,96,75,0,0,0.000624784326646477
75,95,75,0,0,0.0002330135612282902
75,97,75,0,0,0.0014644339680671692
72,97,75,1,0,0.0017793984152376652
76,97,75,0,0,0.0025147891137748957
70,97,75,1,1,0.0013108057901263237
73,96,75,0,0,0.0004397291922941804
73,98,75,1,1,0.0010531148873269558
74,93,75,0,0,0.004341853782534599
77,95,75,0,1,0.0013293885858729482
74,96,75,0,0,0.00022755145619157702
79,95,75,0,0,0.0008068773313425481
79,96,75,1,1,0.00034400331787765026
75,97,75,0,0,0.001172608695924282
75,97,75,0,1,0.000876791775226593
71,97,75,0,0,0.004464711993932724
76,97,75,0,0,0.0008862657705321908
75,97,75,0,0,0.0004336907877586782
88,99,75,0,0,0.012179911136627197
71,98,75,0,0,0.001487457426264882
86,96,75,0,0,0.0007232910138554871
75,96,75,0,1,0.0012069896329194307
84,97,75,0,0,0.00013843717169947922
73,96,75,0,0,0.0002710398694034666
75,97,75,1,0,0.0039603738114237785
76,96,75,0,0,0.0005085162119939923
76,96,75,1,1,0.0006088580121286213
76,95,75,0,0,0.001991899451240897
70,98,75,0,0,0.001564974314533174
74,95,75,0,0,0.0010325005277991295
88,98,75,0,0,0.000905980821698904
87,96,75,0,0,0.0004901903448626399
79,95,75,1,1,0.0003247602144256234
76,95,75,0,0,0.002937343902885914
74,98,75,0,0,0.0004239606496412307
74,99,75,1,1,0.0021638881880789995
72,97,75,1,1,0.0007519522914662957
78,95,75,0,1,0.0019960589706897736
76,96,75,0,0,0.0005418794462457299
78,97,75,0,0,0.001444601803086698
79,97,75,0,0,0.0004622897831723094
72,98,75,0,0,0.0007763223256915808
76,96,75,0,0,0.0015990609535947442
76,97,75,0,0,0.0005529805202968419
74,96,75,0,0,0.000630565918982029
77,95,75,0,0,0.0011086056474596262
75,97,75,0,0,0.0006456007831729949
86,96,75,1,0,0.00010519284842303023
76,96,75,0,0,0.0020500465761870146
92,101,75,0,0,0.007142235059291124
73,98,75,0,0,0.0005203108885325491
77,96,75,0,0,0.0006197827751748264
75,98,75,0,1,0.0009425013558939099
76,97,75,0,0,0.0005939657567068934
75,98,75,0,0,0.0008593600941821933
74,94,75,0,0,0.0049111186526715755
72,97,75,1,0,0.0003745870490092784
85,96,75,0,0,0.00013130842125974596
76,97,75,1,0,0.0043972148559987545
77,97,75,0,0,0.002167019061744213
75,95,75,1,1,0.00048793977475725114
74,98,75,1,1,0.0005433815531432629
73,95,75,0,0,0.002057694597169757
79,95,75,0,0,0.001482709776610136
77,97,75,0,0,0.00041689397767186165
77,96,75,0,0,0.001604621997103095
74,97,75,0,0,0.00015154691936913878
74,97,75,1,1,0.000829049851745367
71,98,75,0,0,0.0015074987895786762
77,95,75,1,1,0.00020996591774746776
78,95,75,0,0,0.004663648549467325
77,96,75,0,0,0.0004349437076598406
82,97,75,1,0,0.001845625345595181
71,98,75,1,0,0.002509084064513445
77,97,75,0,1,0.003990971948951483
77,95,75,0,0,0.0009349903557449579
75,98,75,1,0,0.0013722722651436925
73,96,75,0,0,0.00022286201419774443
78,96,75,1,1,0.00015485452604480088
78,96,75,0,0,0.00019497341418173164
74,97,75,0,0,0.0005769826238974929
80,93,75,0,0,0.00015034052194096148
88,97,75,1,0,0.0006174932350404561
72,97,75,0,0,0.0005819762591272593
80,95,75,0,1,0.0015693162567913532
75,96,75,0,1,0.003203484695404768
75,96,75,1,1,0.001067091478034854
77,96,75,0,0,0.0004018883628305048
73,97,75,0,0,8.348177652806044e-05
76,98,75,0,0,0.0022000789176672697
75,97,75,1,1,0.00217620306648314
70,97,75,0,0,0.00025834410917013884
74,96,75,0,0,0.00010274055239278823
82,97,75,0,0,0.0022136420011520386
85,96,75,0,0,0.0038495890330523252
73,94,75,0,0,0.0006059768493287265
78,96,75,0,0,0.0018370130565017462
78,97,75,1,0,0.0017938601085916162
79,97,75,0,0,0.001337920082733035
71,96,75,1,0,0.002801967319101095
76,94,75,0,0,0.0036694675218313932
70,97,75,0,0,0.0017499729292467237
74,97,75,1,1,0.0006006810581311584
70,87,75,1,1,0.0006139742326922715
71,97,75,0,0,0.0005012453766539693
77,95,75,0,1,0.002587541937828064
83,97,75,0,0,0.0008838768117129803
70,98,75,0,0,0.0009076602873392403
76,93,75,0,0,0.00028107326943427324
78,97,75,1,1,0.003004401456564665
75,96,75,0,0,0.005103086121380329
77,98,75,0,0,0.0020288811065256596
77,97,75,0,0,0.002749786479398608
76,96,75,0,0,0.0005260357866063714
72,95,75,0,0,0.0007605934515595436
74,96,75,1,1,0.0005572766531258821
78,95,75,0,1,0.0037946628872305155
72,97,75,0,0,0.000954759365413338
76,97,75,0,0,0.0026481766253709793
72,97,75,1,1,0.002307919319719076
75,96,75,0,0,0.0007969950675033033
77,94,75,0,0,0.0005808205460198224
72,94,75,0,0,0.0020784770604223013
74,97,75,1,1,0.0004156494978815317
76,93,75,0,0,0.0005427442956715822
